report_date,published_at,serie,casa_de_bolsa,remanente_ultimo,remanente_presente,acciones_tesoreria_ultimo,acciones_tesoreria_presente,acciones_circulacion_ultimo,acciones_circulacion_presente,pdf_url,pdf_sha256,fetched_at_utc
2025-09-26,2025-09-26T16:44,B,INBUR,14201254414,14182174591,919000000,920000000,60326000000,60325000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1495769_1.pdf,32d1fa0dba84ba6b8d5aa43bae80e19320ef3c28f9551a6486e372a5721c6fde,
2025-09-30,2025-09-30T16:57,B,INBUR,14163041213,14119669137,921000000,923250000,60324000000,60321750000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1496264_1.pdf,d6d3f8bddfda8e1c1786c0223d83f95b68f02e6ebd070dab252d7d3ccf79359d,
2025-10-03,2025-10-03T17:47,B,INBUR,14071105586,14047989305,925800000,927000000,60319200000,60318000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1497373_1.pdf,5c7b22b2028c64838ac605cc3857287cc480e1d0e7d1f73d471294e4bacade5f,
2025-10-10,2025-10-10T17:27,B,INBUR,13999971082,13990187284,929500000,930000000,60315500000,60315000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1498514_1.pdf,501388c7be6346167786144f68ce2b3dcf488f14ca7e410c54959041c3b4df60,
2025-10-17,2025-10-17T16:58,B,INBUR,13927187810,13914286279,933200000,933825000,60311800000,60311175000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1499809_1.pdf,1fcf3788cd10dc50f9b2b448e24a2eb22c8fdd0dcbfc410931072df95d4ab289,
2025-10-23,2025-10-23T17:20,B,INBUR,13869784134,13861466919,936000000,936400000,60309000000,60308600000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1501218_1.pdf,84d2f2a087d59ab305296b53e71772faf2c1a365cde070bcea63e67ee1bd36ce,
2025-10-31,2025-10-31T17:12,B,INBUR,13840520363,13838399766,937400000,937500000,60307600000,60307500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1503906_1.pdf,a4c5384f4cba3657ee40a873f58e25987c7952277366cbbe712c749ef21d382d,
2025-11-07,2025-11-07T17:18,B,INBUR,13827874414,13822560114,938000000,938250000,60307000000,60306750000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1506555_1.pdf,6dad8f5dc502f6dc03a545f06f8890de8e6a0ba91152ef080aeb7cfba8e7f89a,
2025-11-14,2025-11-14T17:03,B,INBUR,13815097353,13812973353,938600000,938700000,60306400000,60306300000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1510247_1.pdf,8be58d6eb2f8a92592477fc3edc549a9bd79ff660659d218b44b249f8317358b,
2025-11-21,2025-11-21T16:54,B,INBUR,13800246287,13798140787,939300000,939400000,60305700000,60305600000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1511485_1.pdf,94e1e7cbe8a21a73eaea0828e0741eeffd1e6fd925350b52af8fe33ea599bc58,
2025-11-28,2025-11-28T17:00,B,INBUR,13764533318,13759269796,941000000,941250000,60304000000,60303750000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1512815_1.pdf,b73bc286ac242bd44eca73f4ab3f1afbd0632f2c542f6b69063feb8349bae9d5,
2025-12-05,2025-12-05T16:57,B,INBUR,13633497560,13594257444,947500000,949500000,60297500000,60295500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1514315_1.pdf,f87ba386e3d8d57db2fe12c87a07eaa76a34ae2327d9885fb515acadcd865eac,
2025-12-11,2025-12-11T17:28,B,INBUR,13448642778,13429283714,957000000,958000000,60288000000,60287000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1515382_1.pdf,3c103668be3e98c49beef879559517bb344bee5bdd24e6b4c6bbbf1f9946563b,
2025-12-19,2025-12-19T17:01,B,INBUR,13316880318,13305991098,964000000,964600000,60281000000,60280400000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1517507_1.pdf,bca829bb0824644ebff64679bfb2d87ee60f752e06f6f36a914ba3e5ee53a28e,
2025-12-26,2025-12-26T17:13,B,INBUR,13214562332,13168050449,969500000,972000000,60275500000,60273000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1518782_1.pdf,153f7a8799fa9ee1b7a4f39bfe1c91720cba68323da3738a8fbe22636ad646f3,
2023-04-10,2023-04-10T16:12,B,INBUR,18447473277,18439710337,159000000,159400000,63222000000,63221600000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1269745_1.pdf,1dbd236cef81bff6876edd5216aa696b9b2c5cd9fe4efd2c2ccb4609e5e1b248,
2023-04-11,2023-04-11T16:04,B,INBUR,18439710337,18428106860,159400000,160000000,63221600000,63221000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1270132_1.pdf,3ad8d1d13ef799088a70633a71f847b6a36438531ddd9cac3215d34a4aad95ce,
2023-04-12,2023-04-12T17:14,B,INBUR,18428106860,18419381160,160000000,160450000,63221000000,63220550000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1270413_1.pdf,a7cb2deec65d31cf8f02ec42c2a627c8066243883690c285b372833a777c771d,
2023-04-13,2023-04-13T16:56,B,INBUR,18419381160,18413750019,160450000,160740000,63220550000,63220260000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1270904_1.pdf,d7ee33b19d4b285f966b68c983b31afc90e725c3dee7adc4783d4202e44a7f21,
2024-04-29,2024-04-29T17:23,B,INBUR,15276274207,15166264540,1245260000,1251960000,61975000000,61968300000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1368915_1.pdf,b7ed041f91b587b1d34a8a8dc81faf67c2ff80bae0ef9ad312b150526b5380f1,
2024-05-02,2024-05-02T17:56,B,INBUR,15029936004,14933043252,1260260000,1266260000,61960000000,61954000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1371271_1.pdf,ee243d03ffa7a1d68546182ae7ad1d83301362049f73b49b71d9e9fcc2c6799a,
2024-11-01,2024-11-04T17:16,B,INBUR,4252236933,4125112542,1937260000,1945260000,61283000000,61275000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1417127_1.pdf,b06cfa4283b8c47e318bbe493934266503a0a037be624534e21763edfb0b1442,
2024-11-05,2024-11-05T17:02,B,INBUR,4044349040,3805159404,1950260000,1965260000,61270000000,61255000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1417504_1.pdf,f44269a9cb16d599481e16db981ce7f0f5b60b876f5725027a4177757d01be1c,
2024-11-06,2024-11-06T17:00,B,INBUR,3805159404,3701268586,1965260000,1971760000,61255000000,61248500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1417817_1.pdf,cb41d3278176db684d4d299799952905329bacbc75d7d5dbd42b1c9d3bfed646,
2024-11-07,2024-11-07T15:38,B,INBUR,3701268586,3645395812,1971760000,1975260000,61248500000,61245000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1418108_1.pdf,b48d68ff3e7ceba8f2c9a2e1ed8b1286c2f478392cf43a413376f1e997fdc841,
2025-05-12,2025-05-12T17:19,B,INBUR,9854028869,9706366625,583050000,592000000,60661950000,60653000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1464658_1.pdf,b3807f460ecef8ffe5f78317694a1cbf7a51fc1b40e4b2d2b4bc25932a38ad14,
2025-05-13,2025-05-13T16:53,B,INBUR,9706366625,9556658919,592000000,601000000,60653000000,60644000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1464973_1.pdf,71af15abce3eb33dc5f01b5d819d812a905ea66ba642409e606404fa951a43bf,
2025-05-14,2025-05-14T17:35,B,INBUR,19556658931,19398829736,601000000,610400000,60644000000,60634600000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1465266_1.pdf,0be54152c6763479d2b84b1238c242d093c7d5f894fb9815e9e05127db70bade,
2025-05-15,2025-05-15T16:53,B,INBUR,19398829736,19286762204,610400000,617000000,60634600000,60628000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1465535_1.pdf,4107309c3c153bd3c7fad8edb31b82c19151b959cdf2beb0425dcfd04f13d5e4,
2023-04-25,2023-04-25T17:05,B,INBUR,19841387178,19820277778,8260000,9360000,63212000000,63210900000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1273557_1.pdf,743b7d4e695371cfec4ca662e599752eb9a0913981969dbb716f671294b79cb7,
2023-04-26,2023-04-26T17:35,B,INBUR,19820277778,19812626485,9360000,9760000,63210900000,63210500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1274067_1.pdf,1d9928dcba2f7c4f80a38706cc46094588c08215cf243799194beae045b6f307,
2023-04-27,2023-04-27T16:59,B,INBUR,19812626485,19803052451,9760000,10260000,63210500000,63210000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1274556_1.pdf,1b4bcf9d1ecaa3acd9cd996eb914b218a383e57cf3ca54fa884fa406797efe23,
2023-06-27,2023-06-27T15:22,B,INBUR,18979488531,18970114891,53260000,53760000,63167000000,63166500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1292179_1.pdf,a3b5355d10117b1c30481c4322a316c84220ed20d3a287c02d848c37345e8483,
2023-06-28,2023-06-28T17:00,B,INBUR,18970114891,18960760409,53760000,54260000,63166500000,63166000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1292510_1.pdf,21819810325969a342a38be76f9816801f933cef473ae607bb852d5aa1d17727,
2023-06-29,2023-06-29T16:22,B,INBUR,18960760409,18956080119,54260000,54510000,63166000000,63165750000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1292808_1.pdf,61d54dbe239fc77a4da8367bb76b8d5c1c7e2f8a130faca942896d88d4621657,
2024-10-30,2024-10-30T16:37,B,INBUR,4570176013,4441533171,1917260000,1925260000,61303000000,61295000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1416081_1.pdf,7d2c43c2d69468c22f32bc04856b8764e535746b4b450842a01d52cfaf1d74c2,
2023-04-17,2023-04-17T16:56,B,INBUR,19992824500,19990580232,370000,485000,63219890000,63219775000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1271467_1.pdf,c32abb276957d40cb7176eac9d0137b0ee6fb68fbe4dffe211dcf89885501335,
2023-04-18,2023-04-18T16:47,B,INBUR,19990580232,19980853163,485000,983003,63219775000,63219276997,https://www.bmv.com.mx/docs-pub/recompra/recompra_1271786_1.pdf,35ee94c526d5e0db82439bd3798a89c1064279bcfa25138e14a350e574cd3b93,
2023-04-19,2023-04-19T17:32,B,INBUR,19980853163,19877679465,983003,6374286,63219276997,63213885714,https://www.bmv.com.mx/docs-pub/recompra/recompra_1272134_1.pdf,b71e1262374d06ec785155cf1dddaabfff5b838bc4970d506cdd1c24bea80229,
2023-04-20,2023-04-20T17:05,B,INBUR,19877679465,19860631497,6374286,7260000,63213885714,63213000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1272464_1.pdf,e258b4ad71fce16ab49043e0a1dc63e03568e622da06dfbdc961afb2474e21f2,
2023-06-26,2023-06-26T16:42,B,INBUR,18988720661,18979488531,52760000,53260000,63167500000,63167000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1291834_1.pdf,14b818019e6921e1e187593bc106114934d37961de419292d012bf0dc2e14ff8,
2024-03-26,2024-03-26T16:38,B,INBUR,2947587248,2913474485,1072760000,1074992748,62147500000,62145267252,https://www.bmv.com.mx/docs-pub/recompra/recompra_1358695_1.pdf,6582908da796e19373f4c3273956d3233ae0fbad1801dd639717bde476fe67da,
2024-08-01,2024-08-01T17:37,B,INBUR,7921319134,7819735877,1708260000,1714814651,61512000000,61505445349,https://www.bmv.com.mx/docs-pub/recompra/recompra_1396563_1.pdf,885972aca56adbe109a5a0108d1576758c401ea82b0af7206bbe250ea8567682,
2024-08-05,2024-08-05T15:14,B,INBUR,7781722662,7773953764,1717260000,1717760000,61503000000,61502500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1397203_1.pdf,24ae961e0139876c79bc7d2bcf3ebd1b850c7fce5b4a0d18f1823ba3fbb333bb,
2024-08-06,2024-08-06T14:22,B,INBUR,7773953764,7748655635,1717760000,1719360000,61502500000,61500900000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1397482_1.pdf,a5d9d466f0173144373119fc3340645f0b452967899368187af0ecd75a1c27d8,
2024-08-07,2024-08-07T15:07,B,INBUR,7748655635,7726246038,1719360000,1720760000,61500900000,61499500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1397802_1.pdf,efc0f8ca5b1f35fdfdd91c8de3fa5cb530e2e4a27803174aa6f2b02c58bb0d0e,
2024-08-08,2024-08-08T16:07,B,INBUR,7726246038,7694055055,1720760000,1722760000,61499500000,61497500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1398102_1.pdf,c2d4d3752d29c8417e63d492a16dd4e2c331db47c4d950873b859a9420b4864e,
2024-08-12,2024-08-12T16:47,B,INBUR,7653691667,7613176482,1725260000,1727760000,61495000000,61492500000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1398592_1.pdf,4e732ef4494fa0290dfe85945f30153a28b2e192b7d5ae325827ec0b4b007a72,
2024-08-13,2024-08-13T16:51,B,INBUR,7613176482,7589019091,1727760000,1729260000,61492500000,61491000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1398826_1.pdf,d105949dad49342b87a629c794fb17e98d8aaed3d7d25343374b81df71f5e59d,
2024-08-14,2024-08-14T16:45,B,INBUR,7589019091,7572886863,1729260000,1730260000,61491000000,61490000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1399198_1.pdf,7d15718374ff1869fb6c809af89cacf2532f39adcd64d5254cc3bc170ab5976d,
2024-08-15,2024-08-15T16:48,B,INBUR,7572886863,7556833450,1730260000,1731260000,61490000000,61489000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1399439_1.pdf,8a33433fa539ef62e49bae8c39985aa2370ef8511eebed31b0b337375fc3619f,
2024-08-19,2024-08-19T16:47,B,INBUR,7540808199,7524669942,1732260000,1733260000,61488000000,61487000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1399982_1.pdf,e45b0e809c9e2031b8a7b72147dd767477ff0f44dcf9e440f612f9c664b2b74a,
2024-08-20,2024-08-20T16:52,B,INBUR,7524669942,7508409751,1733260000,1734260000,61487000000,61486000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1400249_1.pdf,bfd91ebeeb1e82fda98cf4b6b51e67ce1886096862f91e31a9a21c7ab24b7025,
2024-08-21,2024-08-21T16:40,B,INBUR,7508409751,7492018011,1734260000,1735260000,61486000000,61485000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1400638_1.pdf,fd7f21a60c92d0fee8a4801a5a58937811fa4dfc7d19c7c0ea91c9d1dd2f2fed,
2024-08-22,2024-08-22T16:29,B,INBUR,7492018011,7475420559,1735260000,1736260000,61485000000,61484000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1400954_1.pdf,fbde1b6ebbafa1a932f3088fd70fa9858812d327310979e68d547fcde9ea9e28,
2024-08-26,2024-08-26T17:03,B,INBUR,7458894859,7442315236,1737260000,1738260000,61483000000,61482000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1401452_1.pdf,25d8523e5f2a492e1897523ae0b60ab2138feaae17599e32e1e1a3aa5b46b7da,
2024-08-27,2024-08-27T16:23,B,INBUR,7442315236,7425693480,1738260000,1739260000,61482000000,61481000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1401874_1.pdf,48132d33643b67c053df221b8598e0ab61b24461b5a18819d11f136bb69047c6,
2024-08-28,2024-08-28T16:43,B,INBUR,7425693480,7409291013,1739260000,1740260000,61481000000,61480000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1402116_1.pdf,3a70eb99dd4ccf40ae3319c52b289b6d935b35bd0198cb4cec568ba13826d972,
2024-08-29,2024-08-29T17:40,B,INBUR,7409291013,7392934858,1740260000,1741260000,61480000000,61479000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1402532_1.pdf,a0cf04add65c6054c3b5c0cefecf7599a81e0641caf3ca5a3c43566a4c371133,
2026-08-04,2026-08-04T17:31,B,INBUR,16867193794,16802530840,185000000,188000000,59985000000,59982000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1579878_1.pdf,f3e0c82960bd83dec66bdc718ad7ef681502ff6c9e14c1414969e20273350b67,
2026-08-05,2026-08-05T17:13,B,INBUR,16802530840,16552980152,188000000,200000000,59982000000,59970000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1580281_1.pdf,505f90656a3945a5e7e63400551742db547383176235035c23685145b389c1a1,
2026-08-07,2026-08-07T17:15,B,INBUR,16408304263,16285368061,207000000,213000000,59963000000,59957000000,https://www.bmv.com.mx/docs-pub/recompra/recompra_1581051_1.pdf,b098d9e99ef802218942852430e7cecd45836710b7a2a3999607e580e776e303,
